family_id,choice_0,choice_1,choice_2,choice_3,choice_4,choice_5,choice_6,choice_7,choice_8,choice_9,n_people,difficulty,esperance
2282,16,4,52,3,6,53,32,39,67,96,4,45,51.31495500642765
2283,33,50,11,40,46,53,68,57,3,38,5,42,58.99062038756368
2284,64,87,12,5,11,94,17,63,81,54,5,43,60.26686663809931
2285,81,47,24,5,21,1,15,74,76,95,5,32,58.339522925296386
2286,11,1,33,95,25,39,63,85,21,12,4,28,44.86406703804219
2287,95,12,24,47,61,23,72,89,1,73,6,40,70.37461315050231
2288,33,1,60,18,26,68,13,28,10,52,3,35,53.589630052849586
2289,61,1,22,98,3,87,96,11,52,35,7,38,52.36413845641099
2290,12,95,1,61,18,32,43,80,30,10,5,36,51.17507022806266
2291,30,1,11,19,17,24,35,51,78,74,2,26,32.67085654430319
2292,45,10,13,49,12,33,68,74,62,88,3,35,36.31809741465504
2293,47,1,82,46,49,8,6,67,10,89,2,32,39.623863257629864
2294,45,33,62,27,79,32,31,95,60,1,3,39,72.6341475027377
2295,66,49,81,3,38,53,91,37,18,1,4,35,85.83583297624148
2296,15,1,65,34,60,42,38,11,5,18,3,38,51.14359853354283
2297,1,55,76,37,19,72,20,94,80,53,3,35,46.14893110508022
2298,1,19,89,24,88,64,46,36,12,18,3,40,45.006903775651104
2299,13,31,81,47,67,60,1,73,23,12,3,40,55.591867828405455
2300,85,38,4,52,95,31,1,57,15,22,4,25,53.235537780317095
2301,1,45,3,38,7,4,22,80,44,59,4,35,45.943436651906865
2302,75,60,1,39,52,54,29,66,82,80,4,43,50.653240013331434
2303,81,25,1,60,18,3,22,14,54,12,4,36,56.02371089844308
2304,93,13,2,38,57,12,32,11,48,39,5,35,56.29148216921392
2305,39,1,26,74,24,36,81,23,3,68,3,36,43.61819740037137
2306,33,6,1,39,7,24,54,55,18,83,2,26,31.452173499023946
2307,23,32,79,85,30,1,78,82,73,47,3,33,47.62257772699138
2308,40,31,49,68,24,8,60,45,92,39,4,34,48.495167357044224
2309,10,58,60,95,22,6,1,9,27,74,5,25,57.90315669190116
2310,21,73,96,94,3,4,40,19,75,6,4,40,44.00371375517783
2311,4,40,67,1,11,48,16,74,5,10,4,38,52.90510879398182
2312,70,2,4,3,18,33,40,11,89,93,6,41,42.818359282007336
2313,24,19,40,96,94,41,17,13,60,5,3,36,50.33566633338094
2314,39,20,96,12,47,3,48,87,18,38,7,45,73.06799028710184
2315,35,32,26,36,25,46,4,95,16,96,5,39,53.743274770270915
2316,31,57,15,1,77,88,38,94,3,87,3,41,47.95081655001667
2317,4,59,12,52,29,67,80,14,75,10,4,38,45.715564443174785
2318,87,24,61,14,20,81,33,39,56,35,8,29,49.52016378612579
2319,73,1,25,19,74,14,61,65,33,86,4,28,30.959196305289723
2320,23,11,46,68,72,31,96,15,33,18,3,37,45.231347902680575
2321,13,10,55,76,89,30,35,1,25,80,6,35,73.57634623625196
2322,87,88,5,29,50,89,20,22,93,40,5,22,46.4252725801076
2323,68,47,87,26,3,13,1,15,37,25,4,29,62.44412702947198
2324,1,18,23,54,17,82,95,73,52,5,6,53,72.71542160643716
2325,25,12,1,87,5,15,85,8,2,47,6,25,58.34204637432748
2326,87,23,21,19,88,31,45,14,95,11,5,40,59.0989382469171
2327,10,53,54,17,18,35,34,67,62,5,4,30,49.70985097367043
2328,74,19,75,39,87,4,45,40,36,24,3,40,48.66109603389992
2329,78,54,46,17,4,47,94,5,10,11,4,49,62.36394800742751
2330,94,19,26,23,92,57,25,24,46,89,5,38,55.65514450316621
2331,84,45,3,53,5,91,61,17,37,31,5,37,57.836499547683665
2332,14,29,11,1,86,95,32,49,40,31,4,37,55.943055753939916
2333,30,6,13,57,74,22,59,1,26,95,4,38,67.4016092939104
2334,1,33,7,24,26,8,21,37,48,88,3,24,30.956244346045803
2335,61,25,47,59,24,29,97,82,42,19,3,29,47.07018045041185
2336,58,15,39,38,1,92,14,45,46,33,5,38,72.94957863162405
2337,41,24,17,80,9,12,52,13,94,55,3,28,32.41208398800171
2338,96,1,7,66,5,65,23,55,82,89,3,28,38.88906346712375
2339,47,90,56,87,76,53,14,44,46,28,4,20,38.77350854639813
2340,100,39,8,73,63,68,52,86,96,4,3,35,42.06951387896967
2341,13,68,47,61,58,4,82,1,75,38,4,45,66.92958148835879
2342,1,5,61,54,31,24,30,59,19,35,3,37,38.73022901490263
2343,1,59,12,10,44,49,24,26,13,19,5,37,68.3716611912584
2344,12,94,53,100,17,2,26,95,96,41,5,33,47.668666380993194
2345,6,48,89,33,17,32,49,25,57,88,2,32,30.993953244774556
2346,74,53,67,19,39,1,37,18,7,59,4,35,60.38423082416797
2347,40,45,1,80,88,66,51,32,24,48,8,38,52.96214826453364
2348,75,19,25,87,100,1,60,28,53,12,5,39,63.5875827262772
2349,24,39,1,33,80,25,66,10,4,53,2,47,55.660905584916435
2350,19,1,11,53,6,28,40,17,25,52,3,39,54.013807551302186
2351,1,44,8,32,11,48,90,50,74,80,4,32,38.75589201542637
2352,81,32,30,8,22,25,35,98,65,17,4,19,39.2639146788554
2353,32,35,2,81,26,16,25,10,39,47,4,41,57.403513783745176
2354,39,46,12,10,82,13,9,98,81,15,3,21,32.19692424891682
2355,59,38,12,73,57,1,25,50,27,51,4,21,45.27267533209542
2356,6,74,87,31,39,27,40,25,1,11,7,47,90.57325144027044
2357,44,17,3,59,38,56,75,68,10,45,5,45,60.193781840689425
2358,24,46,96,48,60,3,18,12,61,33,5,47,66.25982002571061
2359,79,53,90,54,62,4,18,39,5,80,5,44,58.94491263152883
2360,1,95,25,26,47,96,3,84,40,60,2,44,38.404323191924966
2361,45,82,3,78,40,8,17,60,70,1,8,37,124.68913964671714
2362,11,18,7,15,85,45,47,25,94,4,7,43,72.80436128172167
2363,82,94,81,33,35,58,11,1,46,23,3,30,52.90053801837833
2364,5,45,35,96,94,55,18,74,73,91,5,34,34.91691663095748
2365,94,59,89,17,20,41,64,1,53,19,4,34,74.09455792029709
2366,40,1,61,89,53,3,27,94,38,24,5,44,68.13002904346997
2367,31,56,74,26,16,38,60,2,33,54,4,37,52.91977336570966
2368,10,53,74,1,15,92,3,61,4,9,5,32,55.16616673808504
2369,75,30,82,11,51,39,90,3,35,26,6,32,61.36018664000382
2370,15,52,3,49,1,22,23,75,66,10,3,34,47.690901299814314
2371,20,87,5,84,60,99,3,36,26,67,3,33,42.216350045231636
2372,35,80,32,17,74,95,59,73,28,61,5,42,56.326477169928104
2373,1,61,89,81,78,20,4,60,87,52,3,43,47.23106222920535
2374,19,67,82,9,94,58,25,52,1,65,6,34,57.37351806884731
2375,80,5,31,26,100,53,67,39,84,77,4,28,31.962291101271244
2376,45,18,53,37,16,96,95,75,40,38,4,42,49.05108793981812
2377,47,53,3,75,72,15,11,60,68,22,2,29,32.41974955958673
2378,20,66,53,82,70,88,100,98,81,50,2,21,20.173784697424175
2379,60,66,2,76,44,51,89,24,18,6,4,26,40.49497690806075
2380,60,22,33,87,94,66,9,39,1,19,4,42,76.5382088273104
2381,95,16,12,5,4,42,9,30,15,91,5,14,27.763414750273768
2382,59,23,2,86,1,80,20,11,46,47,3,36,55.78707803647098
2383,61,66,5,40,74,38,1,80,94,46,6,51,77.01899728610198
2384,72,10,56,20,24,1,16,52,22,44,3,20,40.50683235728229
2385,53,7,96,42,24,6,44,75,9,8,2,15,28.267485597295625
2386,46,87,53,23,56,39,52,20,12,73,3,34,42.484883111936384
2387,80,59,46,12,52,88,82,1,5,19,6,51,99.79774317954579
2388,26,31,46,77,48,1,87,69,10,35,2,24,37.173070513736135
2389,30,50,45,12,40,68,56,54,77,85,5,26,28.10289006332429
2390,67,44,10,87,18,27,81,20,47,68,3,35,41.15145455411131
2391,32,26,14,12,4,1,10,29,60,99,2,29,39.56491929724325
2392,51,3,79,93,25,70,38,12,1,39,6,41,81.83316669047278
2393,18,10,95,74,1,83,40,20,67,25,2,35,47.40179974289387
2394,11,1,88,15,45,74,54,51,85,80,3,30,37.33585678236442
2395,24,52,92,26,75,47,1,25,61,46,5,48,70.19473408560683
2396,31,20,38,33,94,1,54,53,81,6,4,39,53.030138551635474
2397,45,94,31,1,26,4,67,42,73,29,4,33,49.42008284530782
2398,32,78,44,61,17,22,45,27,11,24,4,34,55.727848402609155
2399,10,1,67,19,89,60,78,2,53,68,7,39,57.20073322858639
2400,1,73,75,9,25,4,24,32,41,19,4,42,65.02680569442461
2401,67,82,17,20,73,52,19,43,14,47,4,31,45.88715897728896
2402,1,82,9,72,62,59,25,37,15,12,5,30,49.37056610960339
2403,46,96,73,1,88,4,81,45,9,89,4,41,53.510069990001426
2404,4,59,52,2,88,46,39,24,76,10,8,42,63.04575536828072
2405,25,66,32,42,1,8,27,12,17,75,6,37,69.402847212303
2406,63,13,32,4,88,19,54,10,44,21,4,31,42.93481883540447
2407,52,11,31,71,25,53,37,47,20,5,3,31,48.56596676665238
2408,18,5,54,41,11,10,82,46,1,2,2,35,46.13464743131934
2409,7,24,4,5,88,33,1,62,18,16,2,31,45.94343665190687
2410,26,12,39,89,31,5,38,18,43,25,3,40,53.24777412750559
2411,1,96,80,12,10,19,3,26,89,53,4,53,65.21563586154359
2412,8,78,39,19,14,1,87,12,59,70,3,34,40.701614055134975
2413,75,15,80,87,21,12,74,73,24,96,5,45,54.017283245250674
2414,39,94,3,1,73,54,5,23,92,89,4,34,48.09865257344188
2415,1,61,72,85,14,60,2,54,22,4,2,28,33.33714231300291
2416,18,75,40,1,57,39,15,87,46,80,6,41,67.83640432319191
2417,51,46,49,61,48,82,8,25,19,50,7,31,44.07417987906489
2418,5,78,61,18,26,75,22,32,17,13,7,36,63.079655287339904
2419,1,87,24,52,95,67,94,31,18,47,5,54,62.05803932771509
2420,52,31,88,95,66,87,1,39,60,12,5,50,73.30000476122459
2421,66,38,18,67,31,17,14,47,35,100,2,24,25.28200733228586
2422,72,74,24,54,51,66,73,3,28,29,7,31,50.63362376803314
2423,12,54,72,53,19,82,26,36,7,13,5,24,45.93296195781555
2424,96,32,70,4,35,8,15,3,95,58,3,22,31.96838546874256
2425,3,45,56,99,4,69,1,73,24,13,5,31,60.01095081655002
2426,27,39,20,30,18,31,55,26,74,95,3,37,43.3638051706899
2427,50,22,81,18,5,32,97,60,70,37,4,25,27.2248726372423
2428,53,1,9,94,5,32,66,26,3,86,4,38,39.3145741084607
2429,12,73,94,1,38,26,33,47,87,95,5,50,67.61938770651813
2430,45,17,36,3,1,14,59,61,68,67,4,42,58.87816026281959
2431,42,87,73,3,67,61,45,97,4,52,4,42,54.38870637527972
2432,59,1,39,10,21,71,23,22,82,45,4,27,46.3231919249631
2433,56,11,88,44,25,55,84,77,73,19,2,26,38.97747940770367
2434,13,59,12,76,8,89,34,17,75,51,4,27,39.40979860019998
2435,14,81,24,17,54,88,16,29,56,9,7,22,47.05689663381421
2436,48,58,35,32,52,92,68,17,74,9,3,31,35.715088320716085
2437,61,87,97,53,74,46,11,4,47,66,4,47,58.40232347759844
2438,55,61,25,59,44,1,20,7,52,4,3,31,50.82973860877018
2439,35,81,73,8,3,16,1,37,17,39,7,37,84.69885254487454
2440,94,12,5,55,33,56,45,83,10,3,4,34,47.96838546874257
2441,22,80,100,14,33,87,55,38,9,40,4,30,48.28462600580869
2442,5,13,34,51,26,57,1,72,99,24,7,26,72.05270675617768
2443,29,23,89,72,87,53,39,59,62,54,6,39,65.51006999000143
2444,1,68,82,9,67,46,80,39,25,53,4,50,63.084797409893824
2445,96,20,66,40,11,1,18,45,47,14,3,38,47.98090748940628
2446,50,44,24,66,1,3,45,75,18,67,4,48,66.72894348426415
2447,54,35,80,25,46,24,31,1,82,77,4,39,52.479169642432026
2448,27,5,23,60,25,80,4,100,21,3,2,30,38.1074132266819
2449,19,11,39,68,26,6,7,3,23,48,4,21,31.71346950435652
2450,58,36,18,80,44,25,59,87,53,41,4,35,44.23606151502166
2451,62,89,25,82,1,18,95,80,76,8,3,31,43.079179164881204
2452,59,89,29,1,60,25,85,19,12,31,3,40,53.75874875017854
2453,1,31,13,59,32,10,24,52,3,77,4,42,44.00676093891349
2454,12,73,24,1,38,54,39,2,18,3,5,43,68.07646526686665
2455,48,25,10,42,18,94,57,49,45,38,4,33,45.03118602104461
2456,60,46,4,81,24,29,80,44,50,26,8,33,72.43565204970719
2457,41,4,19,5,47,31,61,73,96,71,5,41,39.711469790029994
2458,58,30,43,52,17,44,60,5,12,24,4,41,57.747655096890924
2459,89,18,87,47,28,20,88,58,23,39,5,26,52.45655382564396
2460,1,46,12,89,3,5,47,88,26,18,4,53,59.928105508736856
2461,2,33,44,1,10,75,5,68,19,11,3,46,57.30686092462982
2462,67,10,3,1,5,19,24,45,47,41,2,38,45.88811122220635
2463,16,19,100,1,71,25,95,51,31,44,2,25,32.16331000333285
2464,4,19,29,1,23,74,53,59,61,43,4,34,42.189972861019854
2465,1,31,28,89,26,7,18,5,45,4,5,47,65.27591296481455
2466,66,37,96,53,87,1,94,25,39,60,5,49,68.71375517783173
2467,1,40,32,89,80,71,90,68,10,33,4,42,54.09427224682189
2468,60,46,81,21,76,87,7,80,51,54,3,27,39.96038661143646
2469,26,61,95,11,89,67,5,17,18,24,8,53,89.94248440698948
2470,45,61,17,96,81,8,19,67,25,39,4,44,57.311336475741555
2471,3,79,19,80,50,88,59,34,5,94,6,39,56.53830405180213
2472,39,88,38,40,95,1,18,69,59,81,6,44,65.01023663286198
2473,51,73,18,37,82,62,66,45,31,39,2,39,40.80464695519687
2474,12,29,26,1,10,4,38,28,58,81,6,35,58.66123887063753
2475,23,5,11,1,7,95,14,38,47,66,5,40,66.13579012522021
2476,75,54,9,88,10,1,24,81,68,12,4,47,62.6539065847736
2477,27,39,11,30,1,40,95,25,60,44,3,36,46.24425082131124
2478,1,98,15,10,39,46,66,77,31,26,2,41,41.11212683902299
2479,58,23,16,59,19,67,47,1,73,5,3,45,68.19325810598485
2480,95,1,40,25,46,76,52,69,82,26,4,37,54.08551159358187
2481,3,96,19,39,61,1,29,75,21,17,4,35,62.119506737132795
2482,53,11,61,46,86,29,56,1,75,38,3,33,55.197257534637906
2483,5,85,32,45,24,56,17,81,26,96,5,44,54.65147836023425
2484,19,20,11,14,37,21,5,95,54,56,5,28,40.32233490453745
2485,28,39,23,56,1,80,67,3,96,26,4,44,68.01475979621958
2486,26,16,41,9,12,74,60,38,33,7,4,34,41.885064038470695
2487,12,25,39,4,89,45,18,2,3,47,4,42,56.741322668190264
2488,17,96,81,73,19,68,18,1,27,50,6,34,60.83292862924344
2489,74,3,59,66,48,62,60,45,95,32,4,40,45.13983716611912
2490,47,18,5,1,93,17,13,89,27,46,4,31,51.50111888777794
2491,96,13,67,19,10,59,53,1,8,39,3,39,64.31838308813026
2492,82,60,3,75,59,15,53,39,54,38,3,43,49.0605151645003
2493,73,76,1,53,88,81,44,37,24,11,3,34,48.41779745750607
2494,3,32,1,28,59,31,26,58,66,54,7,42,77.4133695186402
2495,12,1,5,3,57,49,34,74,96,2,2,23,30.741703566157216
2496,67,84,5,70,63,18,8,55,45,39,2,26,34.7312288720659
2497,11,82,80,54,47,53,27,6,87,70,3,26,27.85411607865543
2498,27,12,31,88,14,5,42,25,24,1,6,41,111.09850973670427
2499,46,94,47,53,31,59,80,1,14,27,4,32,52.83654715992954
2500,10,16,1,59,31,4,96,45,28,82,2,38,37.34971194591249
2501,1,77,73,28,80,52,66,14,17,19,6,44,79.1991620244727
2502,20,31,66,19,82,4,73,78,12,46,4,42,50.9128219778127
2503,37,21,11,8,43,56,16,22,68,1,4,23,77.02556777603199
2504,20,88,18,96,1,35,38,16,81,26,2,35,51.10222349188211
2505,24,1,33,46,16,7,68,53,90,27,7,26,44.32895300671333
2506,75,55,2,12,88,48,89,95,11,51,4,32,41.48407370375661
2507,66,4,59,40,1,17,96,16,46,15,4,33,54.608294053230495
2508,38,67,1,55,88,82,68,94,80,54,3,45,52.023806122934815
2509,54,9,45,92,52,47,38,1,81,61,4,45,69.29819549588154
2510,9,33,41,32,28,27,23,5,2,47,4,24,47.53911345998191
2511,10,32,18,1,9,25,11,27,96,19,7,41,92.81321715945342
2512,30,67,1,56,39,31,90,53,4,5,3,39,57.017235633004816
2513,11,34,46,74,37,1,10,7,40,61,2,35,47.548635909155834
2514,1,59,16,75,13,8,46,6,3,10,7,38,60.271580250440415
2515,61,5,31,3,29,59,23,67,24,38,4,39,49.74889301528353
2516,81,44,1,33,29,24,61,57,95,26,5,38,63.83159548635909
2517,17,67,26,73,54,21,82,81,66,3,5,45,54.59315335904395
2518,24,38,77,50,45,18,95,54,53,59,5,45,57.96862352997191
2519,2,91,77,81,75,72,1,9,48,18,8,30,79.68347378945865
2520,11,53,32,36,3,31,27,55,18,26,4,33,56.587439889539596
2521,1,58,7,14,24,2,87,45,25,18,5,43,60.005713469504364
2522,9,1,59,75,19,82,33,68,40,69,7,43,47.503880398038376
2523,1,53,39,74,13,54,21,87,40,29,4,34,39.80478979193448
2524,7,24,26,80,95,42,82,60,10,66,4,44,54.618578298338335
2525,29,79,95,67,5,17,1,10,22,50,3,30,45.421368375946294
2526,26,46,4,80,95,5,14,66,23,17,5,36,57.443460458029804
2527,89,52,42,47,38,87,39,3,10,1,3,46,83.56972813407609
2528,53,24,54,14,6,90,68,81,47,42,6,30,42.42336809027282
2529,64,1,97,10,95,13,53,35,41,7,4,18,36.645622053992284
2530,3,31,4,24,77,96,80,34,73,38,5,39,51.38599247726515
2531,40,3,59,22,17,98,5,31,46,10,4,41,50.72303956577632
2532,38,1,2,80,53,7,24,19,13,95,4,34,51.04070847021854
2533,41,74,17,18,1,34,10,67,31,39,4,44,67.44322239680045
2534,41,51,25,96,80,40,10,57,82,24,4,41,56.927867447507495
2535,88,37,25,1,16,32,66,24,46,54,4,44,66.45917249916678
2536,68,1,45,6,2,58,44,72,94,64,5,16,28.489501499785746
2537,94,61,96,29,47,91,81,74,12,45,2,39,41.495976765224015
2538,65,75,42,1,41,73,32,54,33,17,4,43,61.27781745464933
2539,59,14,35,67,81,61,9,10,30,60,4,32,45.09184402228253
2540,59,9,94,1,88,80,10,15,16,46,5,34,58.05051659286768
2541,53,31,19,75,61,66,88,14,20,44,6,27,38.60724658382136
2542,45,60,2,4,77,68,28,85,1,56,2,19,36.367852211588826
2543,95,89,28,1,5,82,25,15,38,6,6,33,56.83626148645432
2544,61,82,11,1,81,87,28,18,41,98,3,25,33.820454220825596
2545,33,24,59,29,73,32,3,6,28,11,2,29,39.15678712564872
2546,31,1,17,19,80,22,52,81,9,45,4,36,54.3098604961196
2547,31,87,25,7,89,8,70,96,46,82,5,36,49.14131314574108
2548,94,12,74,73,24,53,28,80,66,1,2,41,65.76708089320573
2549,17,80,41,97,69,23,10,15,46,26,5,29,61.574536970908916
2550,5,75,41,17,95,44,27,12,76,33,3,27,43.24439365804885
2551,1,20,59,31,54,74,39,4,48,27,4,35,36.622672951483125
2552,53,32,80,65,46,48,45,13,1,68,4,34,55.29771937342285
2553,11,89,6,60,54,7,25,32,62,96,3,33,40.26772365852497
2554,3,5,49,11,54,30,91,42,10,36,2,18,28.55477788887302
2555,59,47,39,75,12,80,6,1,17,5,5,44,85.33876112936247
2556,71,26,2,38,45,39,46,68,19,79,4,38,34.920344712660096
2557,74,96,80,33,50,77,83,68,17,39,2,32,36.4310812741037
2558,34,83,9,47,33,2,87,13,75,11,6,36,61.83716611912584
2559,26,78,4,16,52,1,54,32,10,68,5,46,65.0464219397229
2560,12,48,5,4,94,74,43,1,45,75,4,42,61.76479550540399
2561,16,11,33,4,71,57,32,31,69,40,5,33,49.53625672522973
2562,88,1,94,26,73,59,19,66,12,11,4,49,60.800171404085134
2563,80,87,10,49,13,19,45,14,94,5,3,34,50.48907298957292
2564,88,5,14,68,52,23,1,69,73,35,2,24,37.72232538208827
2565,33,25,58,67,2,24,50,5,60,59,3,36,44.68642574870256
2566,1,40,10,21,67,8,43,80,27,33,2,29,38.62276817597487
2567,1,9,39,89,28,33,82,96,46,31,3,47,52.785792505832504
2568,89,20,45,38,59,44,39,18,32,33,6,45,74.4087987430367
2569,29,17,67,33,1,44,28,96,100,82,2,28,36.86911393610436
2570,1,21,52,30,67,66,29,53,46,96,5,44,55.11212683902299
2571,12,46,22,4,47,20,82,17,1,51,7,36,71.70223301433128
2572,21,32,33,3,54,53,55,58,10,38,4,36,50.18883016711899
2573,45,13,53,81,75,24,62,85,56,1,3,26,65.18040279960006
2574,12,8,96,1,94,32,63,29,5,39,3,34,50.793838975384475
2575,10,68,61,74,67,87,12,42,35,17,3,33,42.865781078893484
2576,4,40,18,86,56,52,6,20,87,60,4,29,41.912298243108125
2577,75,31,5,82,26,71,59,11,51,60,4,36,46.05208779698138
2578,41,1,53,17,13,99,9,74,40,57,6,27,42.078274532209676
2579,81,24,94,25,45,32,46,1,29,74,2,39,51.49588154073228
2580,31,94,59,10,87,45,7,83,1,96,2,34,45.89182497738419
2581,10,17,47,37,89,60,21,1,74,35,5,32,54.73289530067133
2582,73,89,23,14,84,33,27,47,5,1,2,32,63.49683378564967
2583,19,52,4,7,81,55,60,36,12,3,2,32,35.938199304861215
2584,27,94,13,81,18,2,11,38,43,31,4,34,54.25101176022473
2585,98,15,46,95,54,74,17,88,39,62,7,42,41.66600009522449
2586,67,87,32,20,60,1,59,21,40,55,4,30,44.99471504070847
2587,37,20,74,46,26,25,96,1,10,54,3,47,70.3292862924344
2588,40,73,29,13,5,11,1,80,47,59,2,42,54.525353520925584
2589,32,52,95,62,5,10,4,1,57,45,6,40,82.30700376136741
2590,4,53,55,39,24,61,38,80,17,40,7,50,78.22858639242014
2591,9,34,74,72,56,39,1,82,29,66,5,34,65.33876112936247
2592,19,59,39,38,66,49,57,5,12,56,4,29,39.217254677903156
2593,1,87,89,88,96,9,58,94,31,74,4,42,46.99604818359282
2594,31,75,54,28,21,49,68,47,18,14,5,29,41.57667952197305
2595,1,38,22,5,93,74,67,46,35,18,3,38,42.46231490739419
2596,54,64,87,98,67,45,46,1,75,52,3,44,64.00461838784935
2597,2,96,11,10,5,94,59,19,73,52,2,47,44.633242870066184
2598,45,37,13,53,95,6,40,54,83,29,4,24,36.28414988335
2599,10,67,3,27,24,41,25,18,1,59,2,39,54.87482740560873
2600,2,8,4,75,15,1,50,12,32,81,4,38,53.63605199257249
2601,10,31,66,59,18,39,42,3,6,75,2,33,33.88753987525591
2602,51,1,25,6,75,54,11,31,81,67,5,47,61.913060039042044
2603,10,1,46,80,87,11,19,54,18,32,4,49,58.07541779745751
2604,12,54,28,39,22,87,73,40,95,31,6,45,68.06970432795313
2605,10,26,52,73,68,44,94,9,74,7,3,27,32.25139265819169
2606,89,14,15,18,12,53,55,25,32,24,8,44,84.68123601390278
2607,52,11,85,95,36,89,15,50,37,22,2,11,25.253535209255823
2608,75,46,16,36,8,80,22,12,25,52,5,35,60.748702566300054
2609,72,74,45,4,47,28,96,11,1,6,7,38,71.41860686568585
2610,89,28,88,5,79,85,12,45,26,57,5,31,38.92134456982336
2611,71,16,82,75,33,87,62,10,13,67,6,36,58.26481931152693
2612,59,4,46,31,87,61,3,18,60,47,2,47,46.1549302480598
2613,96,9,14,73,53,30,16,25,36,28,6,20,43.444841213160025
2614,58,74,39,59,26,48,11,61,8,13,6,29,51.357234680759895
2615,53,39,13,73,25,89,3,82,52,24,4,47,58.999000142836735
2616,48,50,61,36,83,31,67,3,60,1,5,42,98.40213302861495
2617,59,36,82,46,94,20,74,10,40,75,3,42,45.29086321001762
2618,11,19,21,18,26,58,81,22,45,1,5,36,97.77103270961291
2619,1,25,47,52,6,45,16,67,12,19,4,43,63.624910727038994
2620,1,88,79,11,36,74,82,45,2,67,4,39,45.83811836404323
2621,87,8,44,78,47,9,73,46,61,57,5,30,37.91934485549684
2622,46,73,21,1,82,94,25,51,40,81,3,39,45.18283102413941
2623,16,95,96,39,1,91,35,24,81,54,5,39,67.48369280578964
2624,47,6,32,17,36,11,80,94,39,10,7,47,64.60577060419939
2625,33,40,36,39,68,45,49,53,41,4,3,32,43.34756939484836
2626,43,40,54,31,24,44,80,36,25,75,6,39,55.55263533780889
2627,26,31,25,1,37,38,82,34,22,15,5,22,43.275484454601724
2628,33,1,92,89,32,54,88,19,11,23,4,38,44.96690948912061
2629,59,45,52,26,87,33,19,40,5,12,3,48,51.461457886968525
2630,79,21,16,73,60,9,61,12,17,1,2,39,66.51430747988383
2631,19,67,23,57,39,14,10,45,26,38,5,40,59.02704375565395
2632,23,12,95,2,73,93,1,46,89,61,4,41,61.891063181450264
2633,87,18,90,59,1,54,40,66,14,51,3,29,42.213731371708796
2634,59,47,48,88,58,1,20,46,81,87,6,39,59.64433652335381
2635,12,54,76,19,3,89,61,40,95,31,5,48,64.99023948959673
2636,1,80,52,16,55,24,60,4,89,3,2,44,38.47955054039899
2637,30,53,1,20,10,79,9,75,15,74,4,27,44.79341046517165
2638,94,21,1,13,26,54,17,9,81,56,6,31,51.917821263629
2639,12,39,14,45,66,2,1,10,11,8,6,35,69.11107936961386
2640,8,94,40,1,21,12,38,54,33,28,4,36,52.49564347950293
2641,23,60,63,83,26,52,56,4,94,11,5,39,59.27986478122173
2642,5,68,22,82,31,32,11,4,2,38,8,43,74.30119506737132
2643,85,24,22,33,72,66,98,9,26,54,4,30,48.24301290291863
2644,11,67,86,25,45,10,26,38,59,76,3,37,37.03070989858591
2645,42,88,18,2,28,89,38,82,67,12,4,42,52.14093224777413
2646,37,82,18,1,21,32,29,88,39,19,2,37,52.61819740037137
2647,59,6,43,11,74,1,54,16,30,18,2,29,43.93039089653859
2648,33,10,40,54,75,50,82,31,68,62,3,34,27.817930771794508
2649,1,14,74,10,61,46,76,17,75,80,6,48,58.60658001237918
2650,3,2,68,55,82,33,6,28,4,53,4,32,56.2179688615912
2651,2,88,92,11,83,27,16,59,82,46,4,32,46.38851592629624
2652,11,47,32,29,73,98,26,24,81,83,6,34,39.63805170689901
2653,33,1,24,89,25,20,22,36,12,29,5,23,47.754606484787885
2654,45,93,20,21,94,26,1,18,95,67,5,44,71.85044993572347
2655,1,6,10,17,24,13,26,33,56,53,6,41,68.83559491501214
2656,81,94,9,1,7,3,20,96,33,66,6,39,70.74398895395895
2657,24,4,1,46,8,10,22,50,18,32,2,30,40.86149597676523
2658,40,12,24,9,31,15,27,7,14,68,4,20,36.87397038518307
2659,1,31,61,46,59,96,24,39,19,28,5,45,54.696948055039755
2660,25,87,59,12,38,29,40,1,44,82,2,34,45.901347426558104
2661,16,10,42,79,3,1,38,96,4,5,5,45,80.71204113698045
2662,44,67,88,19,75,53,61,39,86,80,3,40,43.22106365757273
2663,24,29,1,26,68,41,73,2,4,66,4,36,57.313240965576355
2664,57,5,80,59,25,88,18,21,52,38,4,42,51.349235823453796
2665,80,89,17,61,46,31,87,10,5,38,2,47,45.79774317954578
2666,24,39,3,35,73,20,33,26,10,81,5,42,55.859639099176306
2667,85,100,40,1,43,9,3,32,87,41,3,29,43.145217349902396
2668,29,19,3,16,1,51,97,34,43,6,2,9,30.569252011617387
2669,19,96,12,81,4,54,39,25,24,16,4,40,47.56368137885063
2670,25,40,53,18,44,67,47,4,39,41,2,34,37.2377279436271
2671,33,41,15,45,89,46,50,28,39,19,5,34,65.91367899823834
2672,65,35,12,46,30,4,82,39,57,52,3,35,47.02371089844308
2673,15,83,61,81,91,40,39,95,1,88,4,44,56.16331000333287
2674,18,34,1,19,32,47,5,10,94,100,7,42,54.64024187020901
2675,87,100,17,31,61,55,15,5,80,89,5,38,49.26462886254345
2676,27,87,1,100,73,25,30,41,31,84,6,26,38.15416845212589
2677,50,52,81,42,60,67,40,5,12,39,5,47,64.12798171689758
2678,44,26,61,10,99,47,100,5,39,51,7,33,51.55582535828215
2679,17,29,87,44,54,32,40,59,50,65,2,26,26.477836499547685
